Trip ID,Request Time (UTC),Begin Trip Time (UTC),Begin Trip Lat,Begin Trip Lng,Begin Trip Address,Dropoff Time (UTC),Dropoff Lat,Dropoff Lng,Dropoff Address,Distance (miles),Duration (min),Fare Amount,Tip Amount,Fee Amount,Total Amount,Fare Currency,Trip or Order Status,Product Type,City,Surge Multiplier
SYN-UBR-000086,2024-05-02 15:27:00 +0000 UTC,,37.76,-122.42,"Home (synthetic, Mission)",,37.78,-122.4,"Office (synthetic, SoMa)",0,0,0,0,0,0,USD,rider_cancelled,UberX,San Francisco,
SYN-UBR-000087,2024-05-03 23:08:00 +0000 UTC,2024-05-03 23:08:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-05-03 23:12:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",0.58,4,7.03,0,1.75,8.78,USD,completed,UberX,San Francisco,
SYN-UBR-000088,2024-05-04 01:32:00 +0000 UTC,2024-05-04 01:33:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",2024-05-04 01:37:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.49,4,7.71,0,1.93,9.64,USD,completed,UberX,San Francisco,
SYN-UBR-000089,2024-05-05 11:54:00 +0000 UTC,2024-05-05 11:54:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-05-05 11:58:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",0.38,4,6.6,0,1.83,8.43,USD,completed,UberX,San Francisco,
SYN-UBR-000090,2024-05-05 13:56:00 +0000 UTC,2024-05-05 13:56:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",2024-05-05 14:00:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.6,4,6.66,3.46,3.11,13.23,USD,completed,UberX,San Francisco,
SYN-UBR-000091,2024-05-07 08:28:00 +0000 UTC,2024-05-07 08:29:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-05-07 08:37:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.73,8,7.87,3.44,2.23,13.54,USD,completed,UberX,San Francisco,
SYN-UBR-000092,2024-05-07 18:17:00 +0000 UTC,2024-05-07 18:17:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-05-07 18:26:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.91,9,8.92,0,2.81,11.73,USD,completed,UberX,San Francisco,
SYN-UBR-000093,2024-05-08 19:35:00 +0000 UTC,2024-05-08 19:36:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-05-08 19:42:00 +0000 UTC,37.74,-122.41,"Parents (synthetic, Bernal)",1.6,6,7.12,3.28,1.8,12.2,USD,completed,UberX,San Francisco,
SYN-UBR-000094,2024-05-09 08:26:00 +0000 UTC,2024-05-09 08:27:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-05-09 08:36:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.8,9,8.43,2.39,2.7,13.52,USD,completed,UberX,San Francisco,
SYN-UBR-000095,2024-05-09 18:17:00 +0000 UTC,2024-05-09 18:18:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-05-09 18:28:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.91,10,9.2,0,1.86,11.06,USD,completed,Uber Comfort,San Francisco,
SYN-UBR-000096,2024-05-11 11:43:00 +0000 UTC,2024-05-11 11:44:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-05-11 11:48:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",0.66,4,6.81,0,2.72,9.53,USD,completed,UberX,San Francisco,
SYN-UBR-000097,2024-05-11 13:10:00 +0000 UTC,2024-05-11 13:11:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",2024-05-11 13:15:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.36,4,7.65,0,3.14,10.79,USD,completed,UberX,San Francisco,
SYN-UBR-000098,2024-05-14 08:29:00 +0000 UTC,2024-05-14 08:30:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-05-14 08:39:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.59,9,8.18,0,2.85,11.03,USD,completed,UberX,San Francisco,
SYN-UBR-000099,2024-05-14 18:00:00 +0000 UTC,2024-05-14 18:01:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-05-14 18:07:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.59,6,7.08,1.66,1.9,10.64,USD,completed,UberX,San Francisco,
SYN-UBR-000100,2024-05-15 19:22:00 +0000 UTC,2024-05-15 19:22:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-05-15 19:28:00 +0000 UTC,37.74,-122.41,"Parents (synthetic, Bernal)",1.51,6,7.61,2.36,2.28,12.25,USD,completed,UberX,San Francisco,
SYN-UBR-000101,2024-05-17 23:44:00 +0000 UTC,2024-05-17 23:45:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-05-17 23:49:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",0.7,4,6.57,2.36,2.11,11.04,USD,completed,UberX,San Francisco,
SYN-UBR-000102,2024-05-18 03:55:00 +0000 UTC,2024-05-18 03:56:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",2024-05-18 04:00:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.7,4,6.97,0,2.24,9.21,USD,completed,UberX,San Francisco,
SYN-UBR-000103,2024-05-21 08:24:00 +0000 UTC,2024-05-21 08:24:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-05-21 08:32:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.79,8,8.34,0,2.51,10.85,USD,completed,UberX,San Francisco,
SYN-UBR-000104,2024-05-21 18:20:00 +0000 UTC,2024-05-21 18:20:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-05-21 18:26:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.85,6,7.16,0,3.08,10.24,USD,completed,UberX,San Francisco,
SYN-UBR-000105,2024-05-22 05:45:00 +0000 UTC,2024-05-22 05:45:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-05-22 06:18:00 +0000 UTC,37.62,-122.38,SFO Terminal 2 (synthetic),9.75,33,31.12,0,2.47,33.59,USD,completed,UberX,San Francisco,
SYN-UBR-000106,2024-05-23 08:24:00 +0000 UTC,2024-05-23 08:24:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-05-23 08:32:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.74,8,8.67,2.85,2.56,14.08,USD,completed,Uber Pool,San Francisco,
SYN-UBR-000107,2024-05-23 18:19:00 +0000 UTC,2024-05-23 18:20:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-05-23 18:26:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.56,6,7.57,0,1.81,9.38,USD,completed,UberX,San Francisco,
SYN-UBR-000108,2024-05-24 23:50:00 +0000 UTC,2024-05-24 23:50:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-05-24 23:55:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",0.46,5,6.55,2.34,3.1,11.99,USD,completed,UberX,San Francisco,
SYN-UBR-000109,2024-05-25 02:07:00 +0000 UTC,2024-05-25 02:07:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",2024-05-25 02:11:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.56,4,6.49,0,2.94,9.43,USD,completed,UberX,San Francisco,
SYN-UBR-000110,2024-05-26 11:31:00 +0000 UTC,2024-05-26 11:31:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-05-26 11:35:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",0.52,4,6.92,0,2.61,9.53,USD,completed,UberX,San Francisco,
SYN-UBR-000111,2024-05-26 13:27:00 +0000 UTC,2024-05-26 13:27:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",2024-05-26 13:31:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.68,4,6.39,0,2.7,9.09,USD,completed,UberX,San Francisco,
SYN-UBR-000112,2024-05-27 22:17:00 +0000 UTC,2024-05-27 22:18:00 +0000 UTC,37.62,-122.38,SFO Terminal 2 (synthetic),2024-05-27 22:51:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",9.95,33,30.31,0,3.1,33.41,USD,completed,Uber Comfort,San Francisco,
SYN-UBR-000113,2024-05-28 08:15:00 +0000 UTC,2024-05-28 08:15:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-05-28 08:22:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.7,7,8.52,0,1.82,10.34,USD,completed,UberX,San Francisco,
SYN-UBR-000114,2024-05-28 18:00:00 +0000 UTC,2024-05-28 18:00:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-05-28 18:06:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.68,6,7.98,1.92,2.1,12,USD,completed,UberX,San Francisco,
SYN-UBR-000115,2024-05-30 08:11:00 +0000 UTC,2024-05-30 08:12:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-05-30 08:22:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.61,10,8.72,1.91,2.39,13.02,USD,completed,UberX,San Francisco,
SYN-UBR-000116,2024-05-30 18:22:00 +0000 UTC,2024-05-30 18:23:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-05-30 18:30:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.76,7,7.64,2.61,2.16,12.41,USD,completed,Uber Comfort,San Francisco,
SYN-UBR-000117,2024-05-31 23:02:00 +0000 UTC,2024-05-31 23:02:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-05-31 23:06:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",0.35,4,6.94,2.62,2.41,11.97,USD,completed,UberX,San Francisco,
SYN-UBR-000118,2024-06-01 02:56:00 +0000 UTC,2024-06-01 02:56:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",2024-06-01 03:01:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.39,5,6.61,0,2.07,8.68,USD,completed,Uber Comfort,San Francisco,
SYN-UBR-000119,2024-06-02 11:32:00 +0000 UTC,2024-06-02 11:33:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-06-02 11:37:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",0.67,4,6.61,2.58,1.68,10.87,USD,completed,UberX,San Francisco,
SYN-UBR-000120,2024-06-02 13:13:00 +0000 UTC,2024-06-02 13:14:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",2024-06-02 13:19:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.7,5,7.35,2.05,1.85,11.25,USD,completed,UberX,San Francisco,
SYN-UBR-000121,2024-06-04 08:30:00 +0000 UTC,2024-06-04 08:31:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-06-04 08:38:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.57,7,7.68,1.58,1.83,11.09,USD,completed,UberX,San Francisco,
SYN-UBR-000122,2024-06-04 18:26:00 +0000 UTC,2024-06-04 18:26:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-06-04 18:35:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.57,9,9.04,0,2.1,11.14,USD,completed,UberX,San Francisco,
SYN-UBR-000123,2024-06-06 08:31:00 +0000 UTC,2024-06-06 08:31:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-06-06 08:40:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.69,9,8.7,2.65,3.04,14.39,USD,completed,UberX,San Francisco,
SYN-UBR-000124,2024-06-06 18:26:00 +0000 UTC,2024-06-06 18:27:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-06-06 18:36:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.83,9,8.59,3.24,2.05,13.88,USD,completed,UberX,San Francisco,
SYN-UBR-000125,2024-06-09 11:42:00 +0000 UTC,2024-06-09 11:43:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-06-09 11:48:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",0.6,5,6.63,3.19,2.01,11.83,USD,completed,UberX,San Francisco,
SYN-UBR-000126,2024-06-09 13:34:00 +0000 UTC,2024-06-09 13:34:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",2024-06-09 13:38:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.6,4,7.65,3.09,2.33,13.07,USD,completed,UberX,San Francisco,
SYN-UBR-000127,2024-06-12 19:28:00 +0000 UTC,2024-06-12 19:29:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-06-12 19:36:00 +0000 UTC,37.74,-122.41,"Parents (synthetic, Bernal)",1.51,7,7.94,0,2.41,10.35,USD,completed,UberX,San Francisco,
SYN-UBR-000128,2024-06-13 08:15:00 +0000 UTC,2024-06-13 08:16:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-06-13 08:25:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.8,9,9.01,0,2.2,11.21,USD,completed,UberX,San Francisco,
SYN-UBR-000129,2024-06-13 18:01:00 +0000 UTC,2024-06-13 18:01:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-06-13 18:09:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.68,8,7.91,0,2.76,10.67,USD,completed,UberX,San Francisco,
SYN-UBR-000130,2024-06-14 05:05:00 +0000 UTC,2024-06-14 05:05:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-06-14 06:12:00 +0000 UTC,37.46,-122.43,"Suburb pickup (synthetic, Half Moon Bay)",20.63,67,61.12,0,2.45,63.57,USD,completed,Uber Black,San Francisco,
SYN-UBR-000131,2024-06-14 23:42:00 +0000 UTC,2024-06-14 23:42:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-06-14 23:46:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",0.51,4,7.31,2.05,2.97,12.33,USD,completed,UberX,San Francisco,
SYN-UBR-000132,2024-06-15 03:47:00 +0000 UTC,2024-06-15 03:47:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",2024-06-15 03:51:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.52,4,6.43,0,3.13,9.56,USD,completed,Uber Comfort,San Francisco,
SYN-UBR-000133,2024-06-18 08:21:00 +0000 UTC,2024-06-18 08:22:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-06-18 08:30:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.92,8,8.39,0,2.91,11.3,USD,completed,UberX,San Francisco,
SYN-UBR-000134,2024-06-18 18:27:00 +0000 UTC,2024-06-18 18:28:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-06-18 18:37:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.76,9,7.94,0,1.87,9.81,USD,completed,UberX,San Francisco,
SYN-UBR-000135,2024-06-20 08:08:00 +0000 UTC,2024-06-20 08:08:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-06-20 08:17:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.6,9,8.38,0,1.73,10.11,USD,completed,UberX,San Francisco,
SYN-UBR-000136,2024-06-20 18:30:00 +0000 UTC,2024-06-20 18:30:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-06-20 18:36:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.96,6,7.31,0,2.59,9.9,USD,completed,UberX,San Francisco,
SYN-UBR-000137,2024-06-25 08:29:00 +0000 UTC,2024-06-25 08:30:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-06-25 08:36:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.64,6,7.06,2,1.99,11.05,USD,completed,UberX,San Francisco,
SYN-UBR-000138,2024-06-25 18:35:00 +0000 UTC,2024-06-25 18:36:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-06-25 18:45:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.73,9,9.28,1.78,2.97,14.03,USD,completed,UberX,San Francisco,
SYN-UBR-000139,2024-06-27 08:22:00 +0000 UTC,2024-06-27 08:22:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-06-27 08:31:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.71,9,8.1,0,2.43,10.53,USD,completed,UberX,San Francisco,
SYN-UBR-000140,2024-06-27 11:05:00 +0000 UTC,,37.76,-122.42,"Home (synthetic, Mission)",,37.78,-122.4,"Office (synthetic, SoMa)",0,0,0,0,0,0,USD,rider_cancelled,UberX,San Francisco,
SYN-UBR-000141,2024-06-27 18:40:00 +0000 UTC,2024-06-27 18:41:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-06-27 18:48:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.86,7,7.51,0,1.8,9.31,USD,completed,Uber Comfort,San Francisco,
SYN-UBR-000142,2024-06-28 23:02:00 +0000 UTC,2024-06-28 23:03:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-06-28 23:07:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",0.7,4,6.39,0,1.67,8.06,USD,completed,UberX,San Francisco,
SYN-UBR-000143,2024-06-29 02:16:00 +0000 UTC,2024-06-29 02:17:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",2024-06-29 02:21:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.45,4,6.36,0,3.05,9.41,USD,completed,UberX,San Francisco,
SYN-UBR-000144,2024-07-02 08:29:00 +0000 UTC,2024-07-02 08:30:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-07-02 08:36:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.7,6,7.2,2.17,2.67,12.04,USD,completed,UberX,San Francisco,
SYN-UBR-000145,2024-07-02 18:06:00 +0000 UTC,2024-07-02 18:07:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-07-02 18:14:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.75,7,8,3.47,2.26,13.73,USD,completed,Uber Comfort,San Francisco,
SYN-UBR-000146,2024-07-04 08:12:00 +0000 UTC,2024-07-04 08:12:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-07-04 08:18:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.77,6,7.72,2.52,1.68,11.92,USD,completed,Uber Pool,San Francisco,
SYN-UBR-000147,2024-07-04 18:16:00 +0000 UTC,2024-07-04 18:17:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-07-04 18:25:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.84,8,8.66,0,2.64,11.3,USD,completed,UberX,San Francisco,
SYN-UBR-000148,2024-07-09 08:40:00 +0000 UTC,2024-07-09 08:40:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-07-09 08:47:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.77,7,7.96,0,2.71,-10.67,USD,refunded,UberX,San Francisco,
SYN-UBR-000149,2024-07-11 08:34:00 +0000 UTC,2024-07-11 08:34:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-07-11 08:44:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.68,10,9.2,1.62,1.89,12.71,USD,completed,UberX,San Francisco,
SYN-UBR-000150,2024-07-11 18:10:00 +0000 UTC,2024-07-11 18:10:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-07-11 18:19:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.89,9,9.02,0,3.04,12.06,USD,completed,UberX,San Francisco,
SYN-UBR-000151,2024-07-12 09:30:00 +0000 UTC,,37.76,-122.42,"Home (synthetic, Mission)",,37.78,-122.4,"Office (synthetic, SoMa)",0,0,0,0,0,0,USD,no_show,UberX,San Francisco,
SYN-UBR-000152,2024-07-12 23:31:00 +0000 UTC,2024-07-12 23:32:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-07-12 23:36:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",0.66,4,7.15,0,1.97,9.12,USD,completed,UberX,San Francisco,
SYN-UBR-000153,2024-07-13 01:15:00 +0000 UTC,2024-07-13 01:16:00 +0000 UTC,37.76,-122.41,"Bar (synthetic, Mission)",2024-07-13 01:20:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.41,4,6.88,1.55,2.47,10.9,USD,completed,UberX,San Francisco,
SYN-UBR-000154,2024-07-16 08:28:00 +0000 UTC,2024-07-16 08:28:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-07-16 08:36:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.66,8,7.92,1.68,3.1,12.7,USD,completed,UberX,San Francisco,
SYN-UBR-000155,2024-07-16 18:03:00 +0000 UTC,2024-07-16 18:03:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-07-16 18:11:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.8,8,7.69,0,1.96,9.65,USD,completed,Uber Comfort,San Francisco,
SYN-UBR-000156,2024-07-17 19:25:00 +0000 UTC,2024-07-17 19:26:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-07-17 19:31:00 +0000 UTC,37.77,-122.43,"Gym (synthetic, Hayes Valley)",0.7,5,7.03,1.94,2.14,11.11,USD,completed,UberX,San Francisco,
SYN-UBR-000157,2024-07-21 11:55:00 +0000 UTC,2024-07-21 11:55:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-07-21 11:59:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",0.54,4,6.26,2.57,3,11.83,USD,completed,UberX,San Francisco,
SYN-UBR-000158,2024-07-21 13:13:00 +0000 UTC,2024-07-21 13:14:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",2024-07-21 13:18:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.66,4,6.99,0,2.86,9.85,USD,completed,UberX,San Francisco,
SYN-UBR-000159,2024-07-23 08:33:00 +0000 UTC,2024-07-23 08:34:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-07-23 08:42:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.82,8,7.45,2.32,1.66,11.43,USD,completed,UberX,San Francisco,
SYN-UBR-000160,2024-07-23 18:31:00 +0000 UTC,2024-07-23 18:31:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-07-23 18:38:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.74,7,7.69,0,2.37,10.06,USD,completed,UberX,San Francisco,
SYN-UBR-000161,2024-07-24 19:38:00 +0000 UTC,2024-07-24 19:39:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-07-24 19:43:00 +0000 UTC,37.77,-122.43,"Gym (synthetic, Hayes Valley)",1.07,4,6.67,0,2.95,9.62,USD,completed,UberX,San Francisco,
SYN-UBR-000162,2024-07-25 08:30:00 +0000 UTC,2024-07-25 08:31:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-07-25 08:39:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.74,8,8.08,0,2.3,10.38,USD,completed,UberX,San Francisco,
SYN-UBR-000163,2024-07-25 18:24:00 +0000 UTC,2024-07-25 18:25:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-07-25 18:33:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.67,8,8.17,0,2.21,10.38,USD,completed,UberX,San Francisco,
SYN-UBR-000164,2024-07-27 11:11:00 +0000 UTC,2024-07-27 11:11:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-07-27 11:15:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",0.31,4,6.3,3.06,2.02,11.38,USD,completed,UberX,San Francisco,
SYN-UBR-000165,2024-07-27 13:34:00 +0000 UTC,2024-07-27 13:35:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",2024-07-27 13:39:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.52,4,7.38,0,2.36,9.74,USD,completed,UberX,San Francisco,
SYN-UBR-000166,2024-07-30 08:14:00 +0000 UTC,2024-07-30 08:14:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-07-30 08:24:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.88,10,8.5,0,1.73,10.23,USD,completed,UberX,San Francisco,
SYN-UBR-000167,2024-07-30 18:07:00 +0000 UTC,2024-07-30 18:07:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-07-30 18:16:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.76,9,9.42,2.28,2.51,14.21,USD,completed,UberX,San Francisco,
SYN-UBR-000168,2024-08-01 08:03:00 +0000 UTC,,37.76,-122.42,"Home (synthetic, Mission)",,37.78,-122.4,"Office (synthetic, SoMa)",0,0,0,0,0,0,USD,driver_cancelled,UberX,San Francisco,
SYN-UBR-000169,2024-08-01 08:22:00 +0000 UTC,2024-08-01 08:22:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-08-01 08:28:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",1.82,6,8.08,0,2.54,10.62,USD,completed,UberX,San Francisco,
SYN-UBR-000170,2024-08-01 18:25:00 +0000 UTC,2024-08-01 18:26:00 +0000 UTC,37.78,-122.4,"Office (synthetic, SoMa)",2024-08-01 18:35:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",1.76,9,8.95,3.47,2.79,15.21,USD,completed,UberX,San Francisco,
SYN-UBR-000171,2024-08-04 11:18:00 +0000 UTC,2024-08-04 11:19:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",2024-08-04 11:25:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",0.51,6,6.32,0,2.16,8.48,USD,completed,UberX,San Francisco,
SYN-UBR-000172,2024-08-04 13:21:00 +0000 UTC,2024-08-04 13:21:00 +0000 UTC,37.76,-122.42,"Brunch spot (synthetic, Mission)",2024-08-04 13:25:00 +0000 UTC,37.76,-122.42,"Home (synthetic, Mission)",0.48,4,7.61,0,2.48,10.09,USD,completed,UberX,San Francisco,
