CreateTime,Sender,StrContent,Type,Topic,Emotion,DayType
2024-04-27 18:15:05,Partner B,"not trying to dismiss you, i was overloaded",text,repair,repairing,conflict
2024-04-27 18:21:02,Partner A,eat what,text,food,tense then repair,conflict
2024-04-27 18:25:00,Partner A,arrived,text,conflict,frustrated,conflict
2024-04-27 18:28:04,Partner A,i was waiting,text,work,tense then repair,conflict
2024-04-27 18:32:07,Partner A,you always say one sec?,text,conflict,frustrated,conflict
2024-04-27 18:34:02,Partner B,one sec,text,food,tense then repair,conflict
2024-04-27 18:36:42,Partner A,i was waiting,text,conflict,frustrated,conflict
2024-04-27 18:39:10,Partner A,[voice 28s],voice,conflict,frustrated,conflict
2024-04-27 18:42:06,Partner B,"one sec i hear you, i'm not trying to make excuses",text,conflict,frustrated,conflict
2024-04-27 18:50:04,Partner B,"i know, sorry, i should have sent one message",text,commute,tense then repair,conflict
2024-04-27 18:59:04,Partner B,don't rush can we talk later when i can actually focus,text,conflict,frustrated,conflict
2024-04-27 21:00:09,Partner A,ah,text,chores,tense then repair,conflict
2024-04-27 21:02:05,Partner A,you disappeared again,text,conflict,frustrated,conflict
2024-04-27 21:09:05,Partner A,i was waiting,text,chores,tense then repair,conflict
2024-04-27 21:10:07,Partner B,there is soup at home,text,food,tense then repair,conflict
2024-04-27 21:12:05,Partner A,fine,text,money,tense then repair,conflict
2024-04-27 21:12:05,Partner A,eat what,text,plans,tense then repair,conflict
2024-04-27 21:13:12,Partner A,not funny,text,work,tense then repair,conflict
2024-04-27 21:14:06,Partner B,saw it,text,food,tense then repair,conflict
2024-04-27 21:15:04,Partner B,"i hear you, i'm not trying to make excuses",text,conflict,frustrated,conflict
2024-04-27 21:17:03,Partner B,can we talk later when i can actually focus,text,work,tense then repair,conflict
2024-04-27 21:20:03,Partner A,arrived,text,affection,warm,conflict
2024-04-27 21:21:00,Partner A,i was waiting,text,conflict,frustrated,conflict
2024-04-27 21:23:10,Partner A,where are you,text,repair,repairing,conflict
2024-04-27 21:27:00,Partner A,wait,text,repair,repairing,conflict
2024-04-27 21:27:12,Partner A,can we not do spicy today,text,food,tense then repair,conflict
2024-04-27 21:31:00,Partner A,why didn't you say anything,text,conflict,frustrated,conflict
2024-04-27 21:31:09,Partner A,miss you a little?,text,affection,warm,conflict
2024-04-27 21:32:09,Partner B,"i'm sorry too, next time i'll say it earlier",text,repair,repairing,conflict
2024-04-27 21:32:10,Partner B,later,text,repair,repairing,conflict
2024-04-27 21:34:00,Partner B,on my way,text,conflict,frustrated,conflict
2024-04-27 21:38:44,Partner B,ok meeting ran over and i handled it badly,text,conflict,frustrated,conflict
2024-04-27 21:43:11,Partner A,i just needed you to tell me,text,repair,repairing,conflict
2024-04-27 21:47:06,Partner A,i am drowning in slides?,text,work,tense then repair,conflict
2024-04-27 21:47:40,Partner B,next time i'll say it earlier instead of vanishing,text,repair,repairing,conflict
2024-04-27 21:48:09,Partner A,can we reset?,text,repair,repairing,conflict
2024-04-27 21:50:05,Partner A,eat what,text,food,tense then repair,conflict
2024-04-27 21:52:00,Partner A,ah,text,sleep,tense then repair,conflict
2024-04-27 21:56:10,Partner B,my bad i should have texted before disappearing?,text,conflict,frustrated,conflict
2024-04-27 21:56:30,Partner B,"not trying to dismiss you, i was overloaded",text,repair,repairing,conflict
2024-04-27 21:58:11,Partner A,that felt bad,text,conflict,frustrated,conflict
2024-04-27 21:59:01,Partner A,look,text,conflict,frustrated,conflict
2024-04-27 22:02:08,Partner A,eat what,text,chores,tense then repair,conflict
2024-04-27 22:02:10,Partner A,i was waiting,text,conflict,frustrated,conflict
2024-04-27 22:03:12,Partner A,why didn't you say anything,text,conflict,frustrated,conflict
2024-04-27 22:04:13,Partner B,[sticker],sticker,repair,repairing,conflict
2024-04-27 22:09:12,Partner A,why didn't you say anything,text,conflict,frustrated,conflict
2024-04-27 22:12:03,Partner B,sleep first,text,sleep,tense then repair,conflict
2024-04-27 22:13:44,Partner A,omg,text,conflict,frustrated,conflict
2024-04-27 22:15:11,Partner A,lol i don't want to fight,text,repair,repairing,conflict
2024-04-27 22:17:05,Partner B,"i hear you, i'm not trying to make excuses",text,repair,repairing,conflict
2024-04-27 22:25:01,Partner A,?,text,repair,repairing,conflict
2024-04-27 22:25:10,Partner A,you disappeared again,text,work,tense then repair,conflict
2024-04-27 22:26:09,Partner B,meeting ran over and i handled it badly?,text,conflict,frustrated,conflict
2024-04-27 22:26:16,Partner A,are you sleeping,text,repair,repairing,conflict
2024-04-27 22:28:01,Partner A,are you sleeping,text,sleep,tense then repair,conflict
2024-04-27 22:28:43,Partner A,omg,text,conflict,frustrated,conflict
2024-04-27 22:49:03,Partner B,i'll check let's talk after dinner when we're both calmer,text,repair,repairing,conflict
2024-04-27 22:53:04,Partner B,can we talk later when i can actually focus,text,conflict,frustrated,conflict
2024-04-27 22:58:01,Partner A,look,text,conflict,frustrated,conflict
2024-04-27 22:59:08,Partner B,eat first,text,commute,tense then repair,conflict
2024-04-27 23:02:02,Partner B,"train is delayed again, sorry",text,commute,tense then repair,conflict
2024-04-27 23:02:10,Partner A,tired,text,repair,repairing,conflict
2024-04-27 23:04:12,Partner B,parking is impossible near your building,text,commute,tense then repair,conflict
2024-04-27 23:07:07,Partner A,arrived,text,repair,repairing,conflict
2024-04-27 23:07:09,Partner A,?,text,repair,repairing,conflict
2024-04-27 23:09:10,Partner B,eat first,text,sleep,tense then repair,conflict
2024-04-27 23:13:06,Partner A,are you sleeping,text,food,tense then repair,conflict
2024-04-27 23:14:05,Partner A,goodnight,text,sleep,tense then repair,conflict
2024-04-27 23:15:03,Partner A,i don't want to guess?,text,conflict,frustrated,conflict
2024-04-27 23:16:07,Partner B,"i wasn't ignoring you, but i get why it felt like that",text,conflict,frustrated,conflict
2024-04-27 23:17:07,Partner A,omg i'm sorry for snapping,text,repair,repairing,conflict
2024-04-27 23:17:07,Partner A,are you sleeping,text,repair,repairing,conflict
2024-04-27 23:19:04,Partner B,i like our life,text,affection,warm,conflict
2024-04-27 23:20:12,Partner A,how much was dinner?,text,money,tense then repair,conflict
2024-04-27 23:24:04,Partner B,sleep soon,text,conflict,frustrated,conflict
2024-04-27 23:29:12,Partner A,eat what,text,repair,repairing,conflict
2024-04-27 23:29:16,Partner A,you looked cute today?,text,affection,warm,conflict
2024-04-27 23:30:06,Partner B,"i hear you, i'm not trying to make excuses",text,conflict,frustrated,conflict
2024-04-27 23:31:01,Partner B,i should have texted before disappearing,text,plans,tense then repair,conflict
2024-04-27 23:33:13,Partner B,sleep soon,text,commute,tense then repair,conflict
2024-04-27 23:35:10,Partner A,i don't want to guess,text,food,tense then repair,conflict
2024-04-27 23:45:02,Partner A,not funny,text,plans,tense then repair,conflict
2024-04-27 23:46:02,Partner B,got it,text,repair,repairing,conflict
2024-04-27 23:47:00,Partner B,my bad meeting ran over and i handled it badly,text,conflict,frustrated,conflict
2024-04-27 23:47:03,Partner A,why is delivery so expensive,text,money,tense then repair,conflict
2024-04-27 23:48:09,Partner B,let's talk after dinner when we're both calmer?,text,repair,repairing,conflict
2024-04-27 23:51:11,Partner B,"home safe, babe?",text,affection,warm,conflict
2024-04-27 23:55:01,Partner A,tired,text,repair,repairing,conflict
2024-04-27 23:59:10,Partner B,one sec,text,food,tense then repair,conflict
2024-04-28 00:02:12,Partner A,wait,text,plans,tense then repair,conflict
2024-04-28 00:03:10,Partner A,?,text,plans,tense then repair,conflict
2024-04-28 00:03:10,Partner A,i'm sorry for snapping,text,repair,repairing,conflict
2024-04-28 00:09:12,Partner A,?,text,conflict,frustrated,conflict
2024-04-28 00:11:00,Partner A,my manager moved the meeting again?,text,work,tense then repair,conflict
2024-04-28 00:12:01,Partner B,ten minutes if traffic behaves,text,commute,tense then repair,conflict
2024-04-28 00:12:06,Partner B,on my way,text,repair,repairing,conflict
2024-04-28 00:16:00,Partner A,i don't want to guess?,text,conflict,frustrated,conflict
2024-04-28 00:21:01,Partner B,"i know, sorry, i should have sent one message",text,work,tense then repair,conflict
2024-04-28 00:23:02,Partner B,next time i'll say it earlier instead of vanishing,text,repair,repairing,conflict
2024-04-28 00:24:03,Partner A,?,text,food,tense then repair,conflict
2024-04-28 00:25:09,Partner B,"we're okay, i don't want this to sit overnight?",text,repair,repairing,conflict
2024-04-28 00:26:06,Partner B,don't rush,text,repair,repairing,conflict
2024-04-28 00:26:46,Partner A,why didn't you say anything,text,conflict,frustrated,conflict
2024-04-28 00:29:00,Partner A,don't let me nap,text,sleep,tense then repair,conflict
2024-04-28 00:29:03,Partner B,i should have texted before disappearing,text,affection,warm,conflict
2024-04-28 00:31:03,Partner B,code review is still going?,text,work,tense then repair,conflict
2024-04-28 00:31:29,Partner B,my bad goodnight?,text,sleep,tense then repair,conflict
2024-04-28 00:39:05,Partner A,you always say one sec,text,conflict,frustrated,conflict
2024-04-28 00:44:09,Partner A,not funny,text,plans,tense then repair,conflict
2024-04-28 00:49:00,Partner B,"we're okay, i don't want this to sit overnight",text,repair,repairing,conflict
2024-04-28 00:49:11,Partner A,you disappeared again?,text,conflict,frustrated,conflict
2024-04-28 00:53:03,Partner A,are you sleeping,text,conflict,frustrated,conflict
2024-04-28 00:55:10,Partner B,ok,text,conflict,frustrated,conflict
2024-04-28 00:58:11,Partner A,ah,text,conflict,frustrated,conflict
2024-04-28 01:03:08,Partner A,not funny,text,conflict,frustrated,conflict
2024-04-28 01:04:07,Partner A,are you sleeping,text,repair,repairing,conflict
2024-04-28 01:06:49,Partner B,home,text,conflict,frustrated,conflict
2024-04-28 01:07:06,Partner A,?,text,conflict,frustrated,conflict
2024-04-28 01:11:09,Partner B,sleep soon,text,repair,repairing,conflict
2024-04-28 01:12:25,Partner B,saw it,text,chores,tense then repair,conflict
2024-04-28 01:15:07,Partner B,home,text,conflict,frustrated,conflict
2024-04-28 01:23:09,Partner A,miss you,text,work,tense then repair,conflict
2024-04-28 01:25:08,Partner A,what are we eating?,text,food,tense then repair,conflict
2024-04-28 01:27:02,Partner B,"i hear you, i'm not trying to make excuses?",text,conflict,frustrated,conflict
2024-04-28 01:27:07,Partner A,i was waiting?,text,conflict,frustrated,conflict
2024-04-28 01:27:08,Partner B,i'll check i can move it to sunday,text,plans,tense then repair,conflict
2024-04-28 01:28:10,Partner A,not funny,text,commute,tense then repair,conflict
2024-04-28 01:31:49,Partner B,sleep soon,text,conflict,frustrated,conflict
2024-04-28 01:35:41,Partner A,miss you,text,work,tense then repair,conflict
2024-04-28 18:10:02,Partner B,ok,text,work,quiet,cold
2024-04-28 18:22:32,Partner B,fine,text,work,quiet,cold
2024-04-28 23:05:03,Partner B,i'll check next time i'll say it earlier instead of vanishing?,text,repair,repairing,cold
2024-04-28 23:20:07,Partner A,are you sleeping,text,sleep,quiet,cold
2024-04-28 23:31:03,Partner A,pls my manager moved the meeting again,text,work,quiet,cold
2024-04-28 23:31:05,Partner A,fine,text,commute,quiet,cold
2024-04-28 23:37:02,Partner A,nooo,text,commute,quiet,cold
2024-04-28 23:43:05,Partner A,ah,text,plans,quiet,cold
2024-04-29 09:05:11,Partner A,not funny,text,affection,warm,normal
2024-04-29 09:21:42,Partner B,don't rush,text,affection,warm,normal
2024-04-29 12:22:12,Partner B,bring the charger,text,plans,flat,normal
2024-04-29 12:28:05,Partner A,fine,text,plans,flat,normal
2024-04-29 12:46:02,Partner A,?,text,plans,flat,normal
2024-04-29 13:07:26,Partner A,nooo,text,work,flat,normal
2024-04-29 13:10:09,Partner A,i bought coffee already,text,food,flat,normal
2024-04-29 13:11:06,Partner A,miss you,text,food,flat,normal
2024-04-29 13:28:01,Partner A,tired,text,sleep,flat,normal
2024-04-29 18:04:04,Partner A,wait my manager moved the meeting again?,text,work,flat,normal
2024-04-29 18:28:05,Partner A,wait,text,plans,flat,normal
2024-04-29 18:29:10,Partner B,"train is delayed again, sorry?",text,commute,flat,normal
2024-04-29 18:50:07,Partner A,i need to complain for five minutes?,text,work,flat,normal
2024-04-29 19:05:40,Partner A,can we not do spicy today,text,food,flat,normal
2024-04-29 19:14:09,Partner A,call me for two minutes,text,sleep,flat,normal
2024-04-29 19:22:00,Partner A,today is so stupid,text,work,flat,normal
2024-04-29 19:42:02,Partner A,miss you,text,commute,flat,normal
2024-04-29 19:46:05,Partner A,pls what are we eating?,text,food,flat,normal
2024-04-29 19:57:04,Partner A,look,text,commute,flat,normal
2024-04-29 22:07:08,Partner B,ok i'll take the package,text,chores,flat,normal
2024-04-29 22:14:08,Partner A,ah,text,work,flat,normal
2024-04-29 22:14:10,Partner A,i might be late after work,text,work,flat,normal
2024-04-29 22:17:10,Partner A,?,text,work,flat,normal
2024-04-29 22:38:03,Partner B,i ordered detergent?,text,chores,flat,normal
2024-04-29 22:40:08,Partner A,presentation is finally done,text,work,flat,normal
2024-04-29 22:41:02,Partner B,my bad don't get another iced drink,text,food,flat,normal
2024-04-29 22:43:03,Partner B,goodnight,text,affection,warm,normal
2024-04-29 22:46:08,Partner A,are you sleeping,text,commute,flat,normal
2024-04-29 22:53:10,Partner A,i missed the bus?,text,commute,flat,normal
2024-04-29 23:14:10,Partner B,ok,text,commute,flat,normal
2024-04-29 23:25:11,Partner B,you need rest,text,sleep,flat,normal
2024-04-29 23:39:00,Partner A,ah,text,food,flat,normal
2024-04-29 23:39:03,Partner B,ok,text,food,flat,normal
2024-04-29 23:56:50,Partner B,one sec,text,sleep,flat,normal
2024-04-30 00:04:10,Partner A,arrived,text,commute,flat,normal
2024-04-30 00:05:01,Partner B,let's do teh later show,text,plans,flat,normal
2024-04-30 00:19:05,Partner A,your sister texted me,text,family,flat,normal
2024-04-30 00:21:03,Partner A,not funny,text,food,flat,normal
2024-04-30 00:25:04,Partner B,got it,text,work,flat,normal
2024-04-30 00:41:11,Partner A,wait,text,affection,warm,normal
2024-04-30 00:45:32,Partner A,lol,text,affection,warm,normal
2024-04-30 08:52:08,Partner B,"i'll reply after standup, not ignoring you",text,work,flat,normal
2024-04-30 09:25:02,Partner A,tired,text,chores,flat,normal
2024-04-30 09:28:14,Partner A,i'm downstairs,text,commute,flat,normal
2024-04-30 12:07:03,Partner A,are we still going tomorrow?,text,plans,flat,normal
2024-04-30 12:10:09,Partner A,wait,text,commute,flat,normal
2024-04-30 12:14:12,Partner B,"ok home safe, babe",text,affection,warm,normal
2024-04-30 12:21:01,Partner B,eat first,text,sleep,flat,normal
2024-04-30 12:25:11,Partner B,bug is fixed but i need to watch it,text,work,flat,normal
2024-04-30 12:36:42,Partner A,miss you,text,food,flat,normal
2024-04-30 12:46:05,Partner A,ah,text,commute,flat,normal
2024-04-30 12:53:08,Partner B,i'll check the weather,text,plans,flat,normal
2024-04-30 13:19:05,Partner A,look,text,affection,warm,normal
2024-04-30 18:00:00,Partner A,lol,text,family,flat,normal
2024-04-30 18:09:01,Partner A,not funny,text,affection,warm,normal
2024-04-30 18:12:09,Partner A,eat what,text,sleep,flat,normal
2024-04-30 18:40:02,Partner A,tired,text,food,flat,normal
2024-04-30 18:58:06,Partner B,don't rush,text,money,flat,normal
2024-04-30 19:03:08,Partner A,eat what,text,chores,flat,normal
2024-04-30 19:09:06,Partner A,[sticker],sticker,repair,repairing,normal
2024-04-30 19:24:22,Partner A,nooo,text,work,flat,normal
2024-04-30 19:33:01,Partner B,bug is fixed but i need to watch it,text,work,flat,normal
2024-04-30 19:40:15,Partner A,omg,text,work,flat,normal
2024-04-30 19:50:18,Partner A,miss you,text,food,flat,normal
2024-04-30 19:53:09,Partner A,eat what,text,work,flat,normal
2024-04-30 19:55:25,Partner B,one sec bug is fixed but i need to watch it,text,work,flat,normal
2024-04-30 19:56:01,Partner A,train is packed?,text,commute,flat,normal
2024-04-30 22:00:03,Partner B,i'll pick you up after this last call,text,commute,flat,normal
2024-04-30 22:05:06,Partner A,are you sleeping,text,food,flat,normal
2024-04-30 22:07:12,Partner B,goodnight,text,sleep,flat,normal
2024-04-30 22:08:12,Partner B,meeting,text,work,flat,normal
2024-04-30 22:17:03,Partner B,sleep soon,text,food,flat,normal
2024-04-30 22:17:10,Partner A,i paid the electricity bill,text,chores,flat,normal
2024-04-30 22:18:20,Partner A,fine,text,food,flat,normal
2024-04-30 22:19:36,Partner A,miss you,text,work,flat,normal
2024-04-30 22:23:06,Partner A,wait,text,work,flat,normal
2024-04-30 22:29:05,Partner A,i like us,text,affection,warm,normal
2024-04-30 22:30:07,Partner A,nooo,text,work,flat,normal
2024-04-30 22:34:07,Partner A,look,text,work,flat,normal
2024-04-30 22:41:07,Partner A,presentation is finally done,text,work,flat,normal
2024-04-30 22:48:11,Partner B,rice or noodles?,text,food,flat,normal
2024-04-30 22:53:10,Partner A,not funny,text,work,flat,normal
2024-04-30 22:58:16,Partner A,are you sleeping,text,work,flat,normal
2024-04-30 23:01:06,Partner A,where are you,text,food,flat,normal
2024-04-30 23:01:07,Partner B,sleep soon,text,work,flat,normal
2024-04-30 23:06:05,Partner A,are you sleeping,text,plans,flat,normal
2024-04-30 23:21:11,Partner A,?,text,food,flat,normal
2024-04-30 23:23:26,Partner B,don't get another iced drink?,text,food,flat,normal
2024-04-30 23:25:06,Partner A,nooo,text,chores,flat,normal
2024-04-30 23:28:07,Partner A,i am starving,text,food,flat,normal
2024-04-30 23:42:32,Partner B,reservation is 7:30,text,plans,flat,normal
2024-04-30 23:45:01,Partner B,meeting,text,plans,flat,normal
2024-04-30 23:53:06,Partner A,tired,text,food,flat,normal
2024-04-30 23:54:05,Partner A,lol,text,plans,flat,normal
2024-04-30 23:57:10,Partner A,fine,text,work,flat,normal
2024-04-30 23:58:07,Partner B,i have one more meeting before i can leave,text,work,flat,normal
2024-05-01 00:05:08,Partner A,[image],image,family,flat,normal
2024-05-01 00:06:28,Partner A,family dinner got moved,text,family,flat,normal
2024-05-01 00:10:49,Partner A,are you sleeping,text,work,flat,normal
2024-05-01 00:20:22,Partner A,ah,text,family,flat,normal
2024-05-01 00:32:04,Partner B,code review is still going,text,work,flat,normal
2024-05-01 00:40:10,Partner A,are you sleeping,text,chores,flat,normal
2024-05-01 00:52:41,Partner A,are you sleeping,text,work,flat,normal
2024-05-01 07:02:12,Partner B,bring the charger,text,plans,checking in,distance
2024-05-01 07:03:02,Partner A,look,text,food,checking in,distance
2024-05-01 07:11:03,Partner A,tired,text,plans,checking in,distance
2024-05-01 07:11:43,Partner A,awake?,text,food,checking in,distance
2024-05-01 07:12:17,Partner A,wait,text,commute,checking in,distance
2024-05-01 07:13:04,Partner A,ah,text,affection,warm,distance
2024-05-01 07:16:11,Partner B,"train is delayed again, sorry",text,commute,checking in,distance
2024-05-01 07:19:43,Partner B,got it,text,sleep,checking in,distance
2024-05-01 07:20:02,Partner A,arrived,text,plans,checking in,distance
2024-05-01 07:24:02,Partner B,close your laptop,text,sleep,checking in,distance
2024-05-01 07:32:03,Partner B,one sec,text,family,checking in,distance
2024-05-01 07:35:00,Partner A,goodnight?,text,sleep,checking in,distance
2024-05-01 07:36:11,Partner B,tickets are in my email,text,plans,checking in,distance
2024-05-01 07:44:46,Partner B,"i'm sorry too, next time i'll say it earlier",text,repair,repairing,distance
2024-05-01 07:52:28,Partner A,not funny,text,commute,checking in,distance
2024-05-01 07:56:43,Partner B,[voice 16s],voice,commute,checking in,distance
2024-05-01 07:57:10,Partner B,alarm set,text,sleep,checking in,distance
2024-05-01 07:59:12,Partner A,"don't buy milk, we still have some",text,food,checking in,distance
2024-05-01 08:00:23,Partner B,you need rest,text,sleep,checking in,distance
2024-05-01 08:01:09,Partner B,tickets are in my email,text,plans,checking in,distance
2024-05-01 08:06:02,Partner A,where are you,text,sleep,checking in,distance
2024-05-01 08:12:04,Partner A,i'm downstairs,text,commute,checking in,distance
2024-05-01 08:18:22,Partner A,awake?,text,sleep,checking in,distance
2024-05-01 08:20:11,Partner B,my bad tickets are in my email,text,plans,checking in,distance
2024-05-01 08:24:08,Partner A,fine,text,sleep,checking in,distance
2024-05-01 08:25:08,Partner A,nooo,text,commute,checking in,distance
2024-05-01 08:27:21,Partner A,wait train is packed,text,commute,checking in,distance
2024-05-01 08:38:01,Partner A,arrived,text,sleep,checking in,distance
2024-05-01 08:41:13,Partner A,my manager moved the meeting again,text,work,checking in,distance
2024-05-01 08:42:10,Partner A,awake?,text,commute,checking in,distance
2024-05-01 08:43:04,Partner A,where are you,text,sleep,checking in,distance
2024-05-01 08:47:36,Partner B,i'll check there is soup at home,text,food,checking in,distance
2024-05-01 08:48:12,Partner B,ten minutes if traffic behaves?,text,commute,checking in,distance
2024-05-01 08:51:07,Partner B,later,text,affection,warm,distance
2024-05-01 08:54:01,Partner B,"train is delayed again, sorry",text,commute,checking in,distance
2024-05-01 08:57:48,Partner B,on my way,text,commute,checking in,distance
2024-05-01 09:03:11,Partner A,wait goodnight babe,text,affection,warm,distance
2024-05-01 09:06:08,Partner A,omg,text,repair,repairing,distance
2024-05-01 12:14:23,Partner B,goodnight,text,affection,warm,distance
2024-05-01 12:16:07,Partner A,eat what,text,food,checking in,distance
2024-05-01 12:20:07,Partner A,no because i need to complain for five minutes,text,work,checking in,distance
2024-05-01 12:20:08,Partner A,call me for two minutes,text,sleep,checking in,distance
2024-05-01 12:22:03,Partner A,"okay, i understand now?",text,repair,repairing,distance
2024-05-01 12:25:05,Partner A,miss you,text,family,checking in,distance
2024-05-01 12:25:12,Partner A,i swear movie or dinner first?,text,plans,checking in,distance
2024-05-01 12:26:11,Partner B,"train is delayed again, sorry?",text,commute,checking in,distance
2024-05-01 12:44:00,Partner B,"bring nothing, seriously",text,family,checking in,distance
2024-05-01 12:46:14,Partner A,lol,text,plans,checking in,distance
2024-05-01 12:47:32,Partner B,on my way,text,affection,warm,distance
2024-05-01 12:48:06,Partner A,nooo,text,commute,checking in,distance
2024-05-01 12:50:05,Partner A,omg,text,plans,checking in,distance
2024-05-01 12:57:08,Partner B,parking is impossible near your building?,text,commute,checking in,distance
2024-05-01 12:58:01,Partner A,nooo,text,family,checking in,distance
2024-05-01 13:02:03,Partner B,don't rush i ordered delivery?,text,food,checking in,distance
2024-05-01 13:14:12,Partner B,that was cute,text,affection,warm,distance
2024-05-01 13:14:53,Partner A,train is packed,text,commute,checking in,distance
2024-05-01 13:20:06,Partner A,i bought coffee already,text,food,checking in,distance
2024-05-01 13:21:00,Partner A,lol,text,plans,checking in,distance
2024-05-01 13:22:05,Partner A,?,text,money,checking in,distance
2024-05-01 13:28:07,Partner B,ok,text,commute,checking in,distance
2024-05-01 13:34:12,Partner B,"i'll reply after standup, not ignoring you",text,work,checking in,distance
2024-05-01 13:35:55,Partner A,"okay, i understand now?",text,repair,repairing,distance
2024-05-01 13:36:09,Partner A,look,text,commute,checking in,distance
2024-05-01 13:43:00,Partner A,tired,text,commute,checking in,distance
2024-05-01 13:44:12,Partner B,reservation is 7:30,text,plans,checking in,distance
2024-05-01 13:47:05,Partner B,i can move it to sunday,text,plans,checking in,distance
2024-05-01 13:50:08,Partner A,miss you,text,work,checking in,distance
2024-05-01 13:54:12,Partner A,i might be late after work,text,work,checking in,distance
2024-05-01 13:57:08,Partner B,tickets are in my email,text,plans,checking in,distance
2024-05-01 13:57:11,Partner A,ah,text,work,checking in,distance
2024-05-01 13:58:00,Partner A,lol,text,sleep,checking in,distance
2024-05-01 13:58:07,Partner B,wait near the lobby so i can find you,text,commute,checking in,distance
2024-05-01 13:59:11,Partner A,not funny,text,family,checking in,distance
2024-05-01 19:02:06,Partner B,tickets are in my email,text,plans,checking in,distance
2024-05-01 19:02:08,Partner B,meeting,text,commute,checking in,distance
2024-05-01 19:04:06,Partner B,on my way,text,plans,checking in,distance
2024-05-01 19:04:10,Partner A,?,text,money,checking in,distance
2024-05-01 19:04:12,Partner A,nooo,text,commute,checking in,distance
2024-05-01 19:05:00,Partner A,i swear send me the address again?,text,commute,checking in,distance
2024-05-01 19:05:06,Partner A,wait,text,plans,checking in,distance
2024-05-01 19:06:01,Partner A,traffic is not moving,text,commute,checking in,distance
2024-05-01 19:07:08,Partner A,i'm downstairs?,text,commute,checking in,distance
2024-05-01 19:15:08,Partner B,meeting,text,commute,checking in,distance
2024-05-01 19:17:44,Partner B,alarm set,text,sleep,checking in,distance
2024-05-01 19:26:07,Partner B,my bad,text,plans,checking in,distance
2024-05-01 19:33:01,Partner B,got it,text,commute,checking in,distance
2024-05-01 19:38:00,Partner A,come here,text,affection,warm,distance
2024-05-01 19:41:37,Partner B,tickets are in my email,text,plans,checking in,distance
2024-05-01 19:47:54,Partner B,one sec,text,affection,warm,distance
2024-05-01 19:52:03,Partner A,[image],image,commute,checking in,distance
2024-05-01 19:58:07,Partner A,come here,text,affection,warm,distance
2024-05-01 20:05:52,Partner A,i am drowning in slides?,text,work,checking in,distance
2024-05-01 20:07:53,Partner B,my bad,text,affection,warm,distance
2024-05-01 20:08:04,Partner B,parking is impossible near your building,text,commute,checking in,distance
2024-05-01 20:15:02,Partner A,are we still going tomorrow,text,plans,checking in,distance
2024-05-01 20:20:00,Partner A,i'm downstairs,text,commute,checking in,distance
2024-05-01 20:23:02,Partner A,where are you,text,plans,checking in,distance
2024-05-01 20:23:10,Partner A,eat what,text,sleep,checking in,distance
2024-05-01 20:35:04,Partner B,"home safe, babe",text,affection,warm,distance
2024-05-01 20:45:09,Partner B,tickets are in my email,text,plans,checking in,distance
2024-05-01 20:45:10,Partner A,?,text,sleep,checking in,distance
2024-05-01 20:48:07,Partner A,ah,text,plans,checking in,distance
2024-05-01 20:48:10,Partner B,[voice 28s],voice,commute,checking in,distance
2024-05-01 20:51:32,Partner B,my bad,text,sleep,checking in,distance
2024-05-01 20:52:04,Partner A,lol movie or dinner first?,text,plans,checking in,distance
2024-05-01 20:59:01,Partner A,i don't want to guess?,text,conflict,frustrated,distance
2024-05-01 20:59:04,Partner B,bring the charger,text,plans,checking in,distance
2024-05-01 21:01:01,Partner B,"train is delayed again, sorry",text,commute,checking in,distance
2024-05-01 21:03:15,Partner A,what are we eating?,text,food,checking in,distance
2024-05-01 21:09:03,Partner A,wait,text,plans,checking in,distance
2024-05-01 21:11:01,Partner B,let's do the later show,text,plans,checking in,distance
2024-05-01 21:18:06,Partner A,[voice 16s],voice,conflict,frustrated,distance
2024-05-01 21:23:19,Partner B,i paid already,text,money,checking in,distance
2024-05-01 21:23:43,Partner B,alarm set,text,sleep,checking in,distance
2024-05-01 21:26:00,Partner A,you always say one sec?,text,conflict,frustrated,distance
2024-05-01 21:26:02,Partner B,don't get another iced drink,text,food,checking in,distance
2024-05-01 21:27:12,Partner A,"don't buy milk, we still have some",text,food,checking in,distance
2024-05-01 22:02:11,Partner B,rice or noodles,text,food,checking in,distance
2024-05-01 22:03:05,Partner A,i'm downstairs,text,commute,checking in,distance
2024-05-01 22:10:12,Partner A,don't let me nap,text,sleep,checking in,distance
2024-05-01 22:16:03,Partner B,"train is delayed again, sorry",text,commute,checking in,distance
2024-05-01 22:17:05,Partner A,are you sleeping,text,food,checking in,distance
2024-05-01 22:23:03,Partner A,tired,text,food,checking in,distance
2024-05-01 22:30:25,Partner A,goodnight babe?,text,affection,warm,distance
2024-05-01 22:44:00,Partner A,movie or dinner first,text,plans,checking in,distance
2024-05-01 22:52:41,Partner A,why is delivery so expensive?,text,money,checking in,distance
2024-05-01 23:04:07,Partner A,miss you,text,plans,checking in,distance
2024-05-01 23:10:02,Partner B,[voice 34s],voice,work,checking in,distance
2024-05-01 23:14:06,Partner A,nooo,text,commute,checking in,distance
2024-05-01 23:15:01,Partner A,?,text,affection,warm,distance
2024-05-01 23:16:01,Partner B,that was cute,text,affection,warm,distance
2024-05-01 23:34:01,Partner A,arrived,text,family,checking in,distance
2024-05-01 23:39:04,Partner A,what are we eating,text,food,checking in,distance
2024-05-01 23:43:04,Partner B,on my way,text,family,checking in,distance
